city,temp,temp_max,temp_min,lon,lat
Givors,2.11,3.23,0.29,4.77256,45.584148
Givrand,3.65,5.1,3.5,-1.88612,46.67083
Givry,-0.02,3.09,-1.26,4.7426200000000005,46.782021
Giéville,4.58,4.64,4.53,-0.9777800000000001,49.014511
Glaine-Montaigut,-3.48,-0.43,-3.53,3.38937,45.755322
Glanville,5.26,5.99,4.2,0.07959000000000001,49.273731
Glomel,5.05,6.01,4.03,-3.39696,48.223
Glos-la-Ferrière,4.1,5.0,3.37,0.6011000000000001,48.856941
Glozel,-1.63,1.16,-4.29,3.60768,46.039509
Glénat,3.11,4.13,-3.09,2.18241,44.902081
Goderville,4.98,5.7,4.06,0.36593000000000003,49.64566
Godewaersvelde,6.06,7.52,4.47,2.6445600000000002,50.793991
Godisson,5.04,5.1,4.98,0.25276000000000004,48.68029
Goetzenbruck,2.09,4.35,-0.66,7.3796,48.977779
Goincourt,5.4,6.48,3.09,2.03621,49.42614
Golbey,1.79,4.06,-2.33,6.43966,48.197639
Golfech,6.58,8.07,4.14,0.8527500000000001,44.114441
Golleville,7.72,7.75,5.39,-1.51607,49.436432
Gomer,0.51,0.51,0.31,-0.18333000000000002,43.25
Gometz-la-Ville,3.19,4.21,1.86,2.12868,48.672192
Gommegnies,4.41,5.98,3.34,3.70625,50.271549
Goncelin,2.57,5.81,-2.71,5.9789200000000005,45.344528
Gond-Pontouvre,1.37,1.37,0.71,0.16667,45.683331
Gondecourt,5.44,7.31,4.58,2.9837800000000003,50.544689
Gondrecourt-Aix,3.52,5.48,0.02,5.76821,49.245281
Gondreville,1.93,5.25,-1.62,5.96551,48.694359
Gondrin,4.71,7.32,-0.75,0.23737000000000003,43.884659
Gonesse,3.98,5.53,2.61,2.44892,48.986931
Gonfaron,0.99,10.47,-1.66,6.28917,43.32056
Gonnehem,5.94,7.66,4.42,2.5727700000000002,50.560619
Gonnelieu,5.04,5.82,3.69,3.15424,50.057629
Gonneville-la-Mallet,4.85,5.66,4.73,0.22245,49.6395
Gonneville-sur-Mer,5.15,5.34,4.83,-0.04073,49.279961
Gonneville-sur-Merville,5.62,5.91,5.43,-0.18333000000000002,49.26667
Gontaud-de-Nogaret,3.51,5.85,-2.08,0.30000000000000004,44.450001
Goos,3.44,7.59,-0.01,-0.8985700000000001,43.729191
Gorbio,6.49,9.76,0.19,7.4426,43.786812
Gorcy,4.15,5.3,2.62,5.7,49.533329
Gordes,-1.63,2.58,-5.08,5.20089,43.912369
Gorges,6.47,7.85,3.36,-1.30024,47.099171
Gornac,4.65,5.44,-2.31,-0.18069000000000002,44.663239
Gorron,3.51,3.51,3.51,-0.8126700000000001,48.41095
Gorze,2.93,5.69,0.24,6.00141,49.053349
Gosnay,5.76,7.5,4.26,2.58904,50.506222
Gouaix,3.38,5.04,1.7,3.29336,48.48539
Goualade,4.79,5.4,-0.31,-0.14588,44.309521
Gouarec,5.78,6.69,5.01,-3.17994,48.227249
Goudargues,3.48,4.3,2.07,4.46652,44.21376
Goudelin,5.86,6.95,3.07,-3.01842,48.603748
Gouesnach,5.5,6.49,5.35,-4.1145,47.9104
Gouesnou,5.52,6.14,5.01,-4.46456,48.45266
Gouise,1.21,2.81,-1.73,3.42956,46.411709
Goulet,4.35,4.35,4.35,-0.09316,48.732361
Goult,-1.28,3.42,-4.24,5.24247,43.860802
Gourbera,3.85,7.53,-0.06,-1.04819,43.805721
Gourbesville,7.76,7.79,5.42,-1.40941,49.420952
Gourdan-Polignan,-0.17,5.58,-0.42,0.57482,43.070919
Gourdièges,-0.6,1.57,-6.26,2.88165,44.937241
Gourdon,5.52,6.53,-3.08,1.38333,44.73333
Gourette,-7.63,-7.63,-7.83,-0.33333,42.966671
Gourfaleur,5.24,7.69,5.21,-1.11219,49.08202
Gourin,5.21,6.55,4.57,-3.60755,48.13866
Gourmalon,4.6,5.17,4.33,-2.10045,47.110149
Gournay-en-Bray,5.31,6.35,2.96,1.72471,49.482849
Gournay-sur-Marne,3.94,5.34,2.69,2.58452,48.862228
Goussainville,3.8,5.44,2.36,2.46595,49.013672
Gousse,3.47,7.87,0.21,-0.8968900000000001,43.773159
Goustranville,5.57,5.84,5.32,-0.09593,49.217789
Gouts,3.17,7.84,0.22,-0.8006300000000001,43.789188
Gouttières,-4.24,-4.18,-5.27,2.76989,46.062851
Gouvernes,3.76,5.2,2.56,2.69074,48.860069
Gouvets,4.42,4.48,4.36,-1.09584,48.93203
Gouvieux,4.23,5.66,2.76,2.41439,49.18705
Gouville-sur-Mer,6.17,7.79,5.25,-1.57908,49.096111
Gouvix,4.86,5.33,4.79,-0.30416000000000004,49.03508
Gouy-Saint-André,6.31,6.38,5.68,1.8987600000000002,50.37508
Gouy-sous-Bellonne,5.19,6.69,4.26,3.05657,50.311401
Gouze,2.33,7.43,-0.14,-0.6833300000000001,43.433331
Gouzeaucourt,5.07,6.22,3.8,3.12351,50.056061
Gouzon,-2.4,-2.4,-2.4,2.23876,46.19286
Goven,3.91,4.79,3.63,-1.8462900000000002,48.006378
Gozinière,-2.19,-1.12,-2.2,2.85591,46.596951
Goélat,-2.19,0.75,-2.21,2.42333,46.490952
Grabels,1.42,2.99,0.52,3.79864,43.647968
Gradignan,3.06,5.92,-0.01,-0.6139300000000001,44.772621
Gragnague,5.82,8.2,4.99,1.58461,43.680908
Grainville-Langannerie,4.74,5.17,4.68,-0.27408000000000005,49.011261
Grainville-sur-Odon,4.85,5.32,4.84,-0.53046,49.139359
Gramat,6.53,6.53,4.12,1.71957,44.78075
Grambois,-3.23,-0.05,-4.97,5.58725,43.761871
Grand Peugny,3.02,5.25,1.91,3.25786,48.429161
Grand Veau,-1.48,-0.62,-1.7,2.87781,46.727718
Grand-Brassac,5.19,5.26,-2.7,0.48333000000000004,45.283329
Grand-Champ,5.44,6.53,4.5,-2.8463600000000002,47.758041
Grand-Charmont,1.98,3.6,0.52,6.82604,47.526741
Grand-Couronne,5.4,6.28,4.64,1.00647,49.355629
Grand-Fort-Philippe,7.01,8.1,5.99,2.10784,50.999611
Grand-Fougeray,4.26,4.92,3.69,-1.7321,47.7239
Grandcamp-Maisy,7.74,7.74,5.32,-1.03333,49.383331
Grandchamp-le-Château,5.6,5.77,4.7,0.06667000000000001,49.083328
Grande-Synthe,6.88,7.77,5.66,2.29975,51.0154
Grandfontaine,-1.38,6.08,-2.48,5.90079,47.197632
Grandfresnoy,3.99,5.29,3.01,2.6521600000000003,49.372181
Grandrif,-2.54,-2.47,-6.09,3.81697,45.50489
Grandris,-0.16,1.56,-2.12,4.47486,46.038712
Grands Champs,1.91,5.36,-2.56,0.41566000000000003,44.99791
Grandvillars,1.33,3.56,-2.5,6.96424,47.539211
Grandvilliers,5.16,5.71,3.34,1.94088,49.66547
Grane,1.61,3.34,1.6,4.91667,44.73333
Granges-d'Ans,4.58,4.68,-3.43,1.11909,45.212299
Granges-sur-Lot,3.08,6.6,-1.92,0.46508000000000005,44.37635
Granges-sur-Vologne,-1.37,1.81,-3.53,6.7909500000000005,48.145168
Grangues,4.98,5.27,4.59,-0.053,49.2691
Grans,-0.6,4.5,-3.16,5.06881,43.603569
Granville,5.33,6.57,4.32,-1.59714,48.837921
Grasse,4.24,8.77,-0.58,6.91667,43.666672
Grateloup-Saint-Gayrand,3.1,6.35,-2.16,0.38333,44.416672
Gratentour,5.22,8.07,4.86,1.43234,43.723598
Gratot,5.65,7.21,4.69,-1.4810400000000001,49.068802
Graulhet,6.97,8.16,4.95,1.9893800000000001,43.76688
Gravelines,6.98,7.76,5.97,2.12807,50.986511
Graveson,1.51,4.78,-2.88,4.77189,43.851341
Gravigny,4.67,6.12,3.19,1.16962,49.053101
Gravoins,-0.69,1.76,-3.69,3.5666700000000002,46.116669
Gray,-0.01,2.57,-2.29,5.59215,47.445751
Gray-la-Ville,0.0,2.71,-2.16,5.57252,47.43932
Grayan-et-l'Hôpital,1.12,4.01,1.12,-1.0949200000000001,45.440208
Graye-sur-Mer,5.43,5.92,5.41,-0.47356000000000004,49.32832
Grazac,-2.72,-2.72,-2.72,3.79256,45.063759
Greil,-1.63,-1.63,-8.63,2.87953,45.293331
Grenade,5.92,8.49,5.29,1.28333,43.76667
Grenade-sur-l'Adour,1.6,4.78,-0.01,-0.42960000000000004,43.777531
Grenay,3.46,6.92,-1.06,5.07987,45.66317
Grendelbruch,-1.15,0.3,-1.87,7.32239,48.492722
Grenoble,0.41,6.12,-2.44,5.71667,45.166672
Grentheville,5.41,5.79,5.31,-0.2872,49.148029
Gresswiller,1.05,2.43,0.26,7.43251,48.535419
Gretz-Armainvilliers,3.24,4.91,2.27,2.73105,48.741199
Grez-Neuville,4.01,4.48,3.91,-0.68193,47.602879
Grez-sur-Loing,2.72,4.86,1.35,2.68848,48.317539
Gries,2.2,3.54,0.88,7.81403,48.7537
Grignan,1.8,3.58,1.35,4.90826,44.419762
Grignols,4.77,5.09,-2.64,-0.042870000000000005,44.38842
Grignon,3.51,5.2,2.37,6.37727,45.651642
Grigny,3.14,4.8,0.99,4.79589,45.611279
Grillon,2.1,3.74,1.51,4.9304,44.391521
Grimaud,2.22,11.32,-0.81,6.52491,43.270489
Grimbosq,4.92,5.4,4.86,-0.45178,49.043491
Gringaud,0.92,5.14,-2.79,0.84547,44.717129
Grisolles,5.81,8.48,2.4,1.2967300000000002,43.829201
Grisy-Suisnes,3.29,4.96,2.32,2.6678100000000002,48.685379
Grives,0.4,5.15,-2.97,1.07729,44.765331
Groffliers,6.98,6.98,6.49,1.61474,50.384441
Groissiat,-0.73,2.42,-3.76,5.60775,46.22213
Groisy,-0.2,1.28,-5.7,6.17083,46.018349
Groix,6.32,7.08,5.3,-3.4543,47.63887
Groléjac,5.59,5.62,-2.37,1.29146,44.81979
Gron,1.72,3.03,1.25,3.26345,48.159672
Grosbliederstroff,3.8,6.14,1.17,7.02413,49.158081
Grosbreuil,3.29,4.95,2.9,-1.6165500000000002,46.539459
Groslay,3.78,5.42,2.51,2.34736,48.985611
Grosseto-Prugna,3.16,5.2,3.16,8.96403,41.870972
Grosville,6.64,7.23,4.75,-1.74262,49.508801
Gruchet-le-Valasse,5.62,6.32,4.68,0.48684000000000005,49.554661
Gruffy,1.57,3.84,1.0,6.05504,45.787159
Gruissan,5.49,7.8,4.76,3.08651,43.10759
Grun-Bordas,3.28,5.6,-2.59,0.6333300000000001,45.066669
Gruson,5.29,7.19,4.28,3.20777,50.595829
Grèze,1.96,5.49,-2.44,0.85,44.883331
Grèzes,-1.09,-0.88,-1.31,3.4872,44.919628
Grèzes-Herminis,6.66,8.43,4.03,2.28627,43.221569
Grégny,-1.43,1.13,-7.4,6.53655,45.498638
Grésy-sur-Isère,1.12,5.3,-3.24,6.25,45.599998
Gréville-Hague,6.92,6.99,4.61,-1.8010700000000002,49.674278
Grézet-Cavagnan,4.97,5.75,-2.02,0.11747,44.380138
Guarbecque,6.15,7.68,4.43,2.48895,50.611622
Guebwiller,0.75,2.2,-1.46,7.2,47.916672
Guengat,5.07,5.95,4.82,-4.2047,48.041931
Guenrouet,4.83,5.7,3.92,-1.95381,47.51881
Guer,4.39,5.61,3.83,-2.12314,47.906189
Guerlesquin,5.94,6.24,4.31,-3.58583,48.517578
Guermantes,3.46,4.95,2.3,2.70495,48.853031
Guern,5.48,6.45,4.97,-3.09145,48.02964
Guerville,3.56,5.25,2.42,1.73429,48.943878
Guesnain,5.12,6.82,4.4,3.15,50.349998
Gueugnon,2.97,2.97,0.51,4.06286,46.603569
Gueux,3.26,4.95,2.94,3.91024,49.250481
Guewenheim,1.01,2.18,-1.51,7.09253,47.752831
Guiche,5.08,10.52,1.73,-1.20546,43.511349
Guichen,3.7,4.81,3.58,-1.79534,47.967621
Guiclan,5.87,6.85,4.86,-3.96211,48.549671000000004
Guidel-Plage,6.37,7.25,5.47,-3.5218,47.767681
Guignen,3.9,5.42,3.64,-1.8616100000000002,47.92009
Guignes,3.01,5.0,2.36,2.8,48.633331
Guignicourt,3.36,4.84,3.16,3.96756,49.437141
Guilers,5.5,6.09,4.95,-4.55801,48.425449
Guilherand-Granges,1.92,1.92,0.56,4.8737200000000005,44.932781
Guillac,5.06,6.89,3.21,-2.46572,47.910961
Guillestre,-0.9,2.42,-0.93,6.6494800000000005,44.6595
Guilliers,4.22,6.5,3.13,-2.40562,48.042858
Guillos,2.91,5.53,-0.39,-0.5019100000000001,44.548328
Guilvinec,5.55,6.51,5.52,-4.28111,47.798611
Guinarthe-Parenties,3.18,7.52,-0.05,-0.9443400000000001,43.388451
Guingamp,6.66,7.01,3.14,-3.15,48.549999
Guinot,3.3,5.83,-2.1,0.38342000000000004,44.514481
Guipavas,5.56,6.18,5.03,-4.39722,48.435219
Guipel,3.93,4.92,3.2,-1.71866,48.29937
Guipry,4.3,5.66,3.81,-1.84218,47.82637
Guiscard,4.48,5.36,4.32,3.05127,49.656601
Guiscriff,4.98,5.49,4.35,-3.64356,48.049438
Guise,4.81,5.22,3.91,3.62801,49.900551
Guizengeard,2.21,5.71,0.56,-0.1,45.299999
Gujan-Mestras,0.92,3.99,0.1,-1.06667,44.633331
Gumbrechtshoffen,2.57,6.39,0.68,7.62915,48.9058
Gundershoffen,2.4,6.29,0.59,7.66096,48.906479
Gurgy,1.12,2.13,1.12,3.56341,47.867119
Gurmençon,-0.55,2.66,-0.55,-0.6000000000000001,43.150002
Gurs,0.62,3.26,0.04,-0.75531,43.288582
Guyancourt,3.04,4.25,1.45,2.07393,48.773338
Guébling,2.15,5.33,0.2,6.74389,48.862679
Guérande,4.46,7.04,3.71,-2.43333,47.333328
Guéret,-3.2,5.35,-3.2,1.86667,46.166672
Guéron,3.98,5.47,3.95,-0.7123100000000001,49.249371
Guîtres,3.9,6.21,-1.71,-0.18333000000000002,45.033329
Gy,-1.33,2.7,-2.53,5.81226,47.40588
Gère-Belesten,1.4,1.4,-1.8,-0.42126,43.020531
Gère-Bélesten,1.4,1.4,-1.8,-0.42126,43.020531
Géfosse-Fontenay,7.8,7.8,4.39,-1.08333,49.366669
Gémages,2.55,3.06,2.53,0.6174200000000001,48.293739
Génis,4.59,5.0,4.53,1.1633,45.325352
Génissac,3.45,5.97,-1.95,-0.25,44.849998
Générac,3.36,4.36,-3.3,-0.5481400000000001,45.18037
Gérardmer,-2.25,0.76,-5.34,6.88333,48.066669
Géronce,0.1,3.16,-0.04,-0.6833300000000001,43.23333
Habas,2.8,3.6,-0.31,-0.92976,43.5718
Habloville,3.06,4.59,2.99,-0.17009000000000002,48.788509
Habsheim,1.49,2.44,-0.92,7.41855,47.730869
Hadancourt-le-Haut-Clocher,3.76,5.66,1.6,1.85515,49.18549
Hadol,-0.57,2.55,-2.85,6.4766200000000005,48.089828
Hagenthal-le-Bas,0.66,1.86,-1.68,7.47783,47.524971
Hagetaubin,1.64,7.22,-0.35,-0.61667,43.51667
Hagetmau,2.1,7.31,-0.36,-0.59172,43.658932
Hagondange,3.65,6.08,0.63,6.16812,49.251339
Haguenau,2.38,4.15,0.9,7.79051,48.815571
Haillicourt,5.66,7.39,4.15,2.57458,50.475189
Haisnes,5.5,7.62,4.38,2.79416,50.507759
Haleine,3.81,3.81,3.81,-0.44269000000000003,48.51675
Hallencourt,6.18,6.28,3.97,1.87649,49.992008
Hallennes-lez-Haubourdin,5.57,7.64,4.58,2.96667,50.616669
Hallering,2.19,5.01,-0.38,6.55308,49.120159
Hallines,6.63,7.53,4.48,2.22629,50.710869
Halluin,6.37,7.7,4.96,3.12611,50.786282
Halsou,5.37,10.6,2.83,-1.42436,43.376331
Ham,4.29,5.32,4.29,3.07301,49.747211
Ham-sous-Varsberg,3.11,5.36,0.23,6.64626,49.180309
Hamars,3.26,4.75,3.25,-0.5461600000000001,48.998329
Hambach,3.55,5.95,0.11,7.04246,49.06263
Hambye,3.91,6.14,3.88,-1.26417,48.947979
Hamelin,4.37,4.71,3.5,-1.20856,48.543049
Hames-Boucres,7.28,8.02,6.43,1.84338,50.881779
Hanches,2.96,4.56,1.33,1.65137,48.601151
Hangenbieten,1.46,3.49,-0.34,7.61464,48.559849
Hanvec,5.59,6.94,4.95,-4.1595,48.32692
Hanviller,3.01,5.65,-0.56,7.45911,49.102699
Hardinghen,6.55,7.4,5.8,1.82122,50.804138
Hardinvast,7.05,7.17,4.6,-1.64865,49.578201
Hardricourt,3.81,5.51,2.16,1.89389,49.00779
Harfleur,5.68,6.45,4.4,0.19827000000000003,49.506599
Hargarten-aux-Mines,3.1,5.66,0.2,6.60942,49.224289
Harly,4.54,5.16,3.97,3.31001,49.837662
Harnes,5.29,7.25,4.33,2.9048100000000003,50.44643
Hasnon,5.13,7.36,4.44,3.38657,50.424721
Hasparren,4.5,10.18,2.63,-1.30499,43.38377
Haspres,4.79,6.52,4.27,3.41695,50.258289
Hastingues,4.57,7.72,0.14,-1.14951,43.533329
Haubourdin,5.58,7.66,4.57,2.9914300000000003,50.608261
Haulchin,4.93,6.61,4.36,3.43599,50.3172
Haussy,4.67,6.4,4.15,3.47683,50.2183
Haut-Mauco,2.02,7.41,-0.18,-0.55557,43.827061
Haut-de-Bosdarros,-0.77,2.62,-0.97,-0.31667,43.183331
Haute Brenne,-0.82,2.32,-3.14,3.23114,46.403721
Haute-Goulaine,4.7,5.01,3.41,-1.42941,47.199051
Haute-Rivoire,-1.28,0.45,-1.69,4.39662,45.71526
Hautefage-la-Tour,1.4,6.59,-3.06,0.7843300000000001,44.323189
Hautefaye,0.74,5.43,-0.09,0.49350000000000005,45.537189
Hautefort,5.05,5.4,-2.88,1.14879,45.259529
Hauterive,0.05,7.04,-4.02,3.44593,46.09005
Hauterives,0.48,2.32,-0.68,5.02572,45.256199
Hautesvignes,2.93,5.69,-2.42,0.35288,44.459148
Hauteville-Lompnes,-1.31,0.42,-5.41,5.60114,45.97794
Hauteville-la-Guichard,6.58,7.61,4.0,-1.30345,49.126308
Hautmont,4.34,6.35,2.68,3.92272,50.251098999999996
Hautot-sur-Mer,5.52,6.37,4.35,1.02884,49.897888
Hauville,4.83,5.58,3.94,0.7723200000000001,49.39645
Haux,-1.47,2.33,-2.06,-0.8490800000000001,43.078018
Haveluy,4.93,6.62,4.38,3.40389,50.35289
Haverskerque,6.12,7.68,4.63,2.54162,50.640888
Havrincourt,4.55,6.25,3.82,3.08644,50.111629
Hayange,3.87,5.84,1.34,6.05268,49.334278
Haybes,3.96,4.81,2.67,4.70496,50.004581
Hazebrouck,6.22,7.64,4.57,2.53729,50.72374
Heillecourt,1.37,5.16,-1.71,6.20711,48.658539
Heimsbrunn,1.4,2.54,-1.14,7.22638,47.726471
Helfaut,6.28,7.22,4.16,2.24234,50.69783
Helleville,6.81,7.18,4.8,-1.78488,49.555119
Hem,5.57,7.23,4.29,3.18681,50.652561
Hendaye,7.22,10.69,3.15,-1.7738200000000002,43.371719
Hennebont,6.24,7.17,5.38,-3.27337,47.805119
Hennezel,0.16,2.49,-2.9,6.11667,48.049999
Henrichemont,-1.06,-0.01,-2.32,2.5245800000000003,47.303329
Henvic,6.3,7.08,5.15,-3.9262300000000003,48.632561
Herbault,1.8,2.79,-1.36,1.13934,47.605011
Herbeys,-0.69,3.58,-4.94,5.79592,45.137348
Herbignac,4.4,7.25,3.91,-2.3181,47.448219
Herbitzheim,3.59,5.97,0.13,7.09022,49.014069
Herblay,3.76,5.38,2.03,2.1699,48.989941
Hergnies,5.25,7.34,4.03,3.52612,50.47287
Herlies,5.43,7.55,4.3,2.85285,50.57753
Hermanville-sur-Mer,4.44,5.85,4.38,-0.31544,49.284641
Hermes,4.87,5.47,3.2,2.24461,49.360321
Hermies,4.58,6.24,3.82,3.04202,50.111259
Hermival-les-Vaux,5.26,6.08,4.03,0.28142,49.168579
Hermonville,2.21,4.94,1.93,3.91011,49.33654
Herqueville,6.87,6.98,4.45,-1.87872,49.668812
Herrlisheim,2.16,3.65,1.0,7.90535,48.730492
Herry,0.01,0.08,-0.99,2.95386,47.216671
Herrère,-0.7,2.5,-0.7,-0.5333300000000001,43.166672
Herré,2.83,6.86,-0.62,-0.024650000000000002,44.006321
Herserange,4.02,5.36,1.34,5.78163,49.517578
Hersin-Coupigny,5.42,7.31,4.07,2.6494,50.44796
Herzeele,6.73,7.72,5.03,2.5351,50.885841
Hesdin,6.69,6.83,4.53,2.0382,50.373501
Hettange-Grande,4.28,5.99,1.97,6.15057,49.406391
Heudreville-sur-Eure,5.1,6.38,3.45,1.1881300000000001,49.140888
Heugas,4.19,7.66,0.08,-1.0814300000000001,43.643341
Heuilley-Cotton,0.93,1.27,-1.63,5.36431,47.773159
Heuland,4.62,5.01,3.51,-0.00252,49.277988
Heume-l'Église,-6.92,-5.96,-6.92,2.7343200000000003,45.717098
Heuringhem,6.49,7.55,4.5,2.28333,50.696381
Heurtevent,4.89,5.27,3.73,0.13986,48.985062
Heussé,3.38,3.44,3.31,-0.90044,48.506699
Heyrieux,1.63,2.43,-0.57,5.05849,45.628529
Hiersac,1.31,1.31,0.66,0.0,45.666672
Hillion,5.09,7.36,3.48,-2.66634,48.51429
Hilsenheim,1.23,2.94,0.5,7.56522,48.28756
Hindisheim,1.2,2.77,-0.33,7.63859,48.468369
Hinges,5.73,7.53,4.28,2.6216,50.566738
Hinx,3.16,3.92,0.05,-0.9259100000000001,43.7019
Hirel,5.08,6.63,3.63,-1.80224,48.605019
Hirsingue,1.2,3.72,-2.34,7.2513,47.586552
Hirson,4.18,4.71,3.01,4.08259,49.922619
Hirtzbach,1.26,3.75,-2.31,7.22043,47.59618
Hirtzfelden,1.36,2.67,-0.13,7.44669,47.910789
Hochfelden,1.92,3.95,0.64,7.56769,48.757381
Hochstatt,1.31,2.56,-1.12,7.27584,47.70343
Hocquigny,4.62,5.96,4.22,-1.40728,48.81472
Holnon,4.4,5.01,3.82,3.21509,49.860859
Holtzheim,1.39,3.51,-0.33,7.64434,48.558201
Holtzwihr,1.44,2.83,0.05,7.42046,48.112782
Holving,3.51,6.03,0.18,6.96529,49.009651
Hombleux,4.3,5.34,4.3,2.98574,49.739422
Hombourg-Haut,3.3,6.04,0.19,6.77397,49.123589
Hondschoote,6.85,7.76,5.07,2.58372,50.978001
Honfleur,5.66,6.44,4.32,0.23294,49.419849
Hontanx,1.75,6.47,-0.31,-0.27340000000000003,43.824841
Horbourg-Wihr,1.45,2.8,0.02,7.3938,48.081059
Hordain,4.87,6.56,4.31,3.31358,50.263062
Horgues,1.81,4.74,-1.14,0.08733,43.188648
Hornaing,5.0,6.65,4.4,3.33707,50.368351
Hornoy-le-Bourg,5.67,5.9,3.64,1.9,49.849998
Hors,-6.91,-6.91,-6.91,2.70414,45.614639
Horsarrieu,2.12,7.28,-0.4,-0.5975,43.683102
Hostens,1.65,5.01,-0.37,-0.6395200000000001,44.493179
Hotot-en-Auge,5.12,5.75,4.28,-0.0531,49.166759
Hottot-les-Bagues,3.71,5.21,3.66,-0.64824,49.152382
Houdain,5.78,7.43,4.19,2.53777,50.450401
Houdan,3.61,4.63,1.84,1.60007,48.79044
Houdemont,1.34,5.08,-1.79,6.18333,48.650002
Houesville,7.72,7.81,4.39,-1.28726,49.350948
Hougade,-2.17,2.24,-2.17,2.57027,45.041801
Houilles,3.88,5.68,1.88,2.19263,48.921612
Houlbec-Cocherel,4.07,5.64,2.72,1.36563,49.073502
Houlgate,5.34,5.93,4.11,-0.08153,49.299
Houplin-Ancoisne,5.39,7.3,4.38,3.0025,50.56284
Houplines,5.8,7.69,4.63,2.9151800000000003,50.694988
Houppeville,4.86,5.54,3.9,1.07962,49.512589
Hours,2.31,2.31,-0.9,-0.16667,43.23333
Hourtin,3.18,3.35,3.18,-1.05719,45.185699
Hourtin-Plage,3.21,3.38,3.21,-1.16796,45.22271
Houssen,1.46,2.82,0.05,7.37841,48.125809
Houtteville,7.49,7.74,4.27,-1.36259,49.338692
Hoymille,6.91,7.77,5.08,2.44738,50.97187
Hubert-Folie,4.21,5.63,4.1,-0.31547000000000003,49.128979
Huberville,7.52,7.55,5.16,-1.42811,49.516918
Hudimesnil,5.26,6.3,4.56,-1.4927700000000002,48.863022
Huelgoat,5.57,6.38,4.39,-3.74578,48.361118
Huez,-4.76,-2.25,-11.32,6.05848,45.08252
Huismes,3.21,3.81,1.83,0.25116,47.233189
Huisnes-sur-Mer,5.03,5.25,4.02,-1.45127,48.60844
Huisseau-sur-Cosson,1.23,3.15,-0.99,1.45333,47.593349
Huisseau-sur-Mauves,1.74,3.12,1.09,1.70274,47.893181
Hulluch,5.65,7.27,4.51,2.81232,50.489609
Hundling,3.65,6.01,0.16,6.97809,49.108139
Huningue,1.42,2.44,-0.92,7.57782,47.604771
Huriel,-1.52,-1.45,-2.17,2.47793,46.37368
Hurigny,-0.6,2.66,-2.25,4.79676,46.347221
Husseren-Wesserling,0.45,1.53,-1.24,6.99388,47.882969
Hussigny-Godbrange,3.13,4.47,0.46,5.86683,49.491192
Husson,3.94,3.97,3.91,-0.8920500000000001,48.569641
Huttenheim,1.12,2.69,-0.4,7.57833,48.358639
Hyds,-2.51,-2.51,-4.03,2.83149,46.285042
Hyenville,6.37,6.61,5.29,-1.4665,48.99419
Hyères,11.74,11.99,-0.7,6.11667,43.116669
Hébert,7.51,7.74,4.32,-1.21024,49.38607
Hébécrevon,4.52,7.42,4.01,-1.16635,49.12714
Hélette,3.14,6.3,-0.62,-1.24383,43.307869
Héloup,2.38,2.4,2.36,0.02645,48.39761
Hémevez,7.74,7.78,5.38,-1.44063,49.457939
Hénin-Beaumont,5.35,7.15,4.35,2.93333,50.416672
Hérenguerville,6.22,6.44,5.05,-1.50169,48.976559
Hérisson,-0.99,-0.19,-1.69,2.71124,46.508671
Hérouville-Saint-Clair,4.67,5.9,4.42,-0.31667,49.200001
Hérouvillette,4.89,5.84,4.34,-0.23333,49.216671
Hésingue,1.25,3.2,-1.14,7.51667,47.583328
Ibos,1.8,5.0,-0.88,0.0,43.23333
Idaux-Mendy,0.89,6.88,0.12,-0.9158100000000001,43.180969
Idron,0.76,2.85,-0.35,-0.31667,43.283329
Iffendic,4.05,5.53,3.34,-2.03486,48.12981
Ifs,4.27,5.73,4.14,-0.34899,49.139999
Igney,2.37,3.12,-2.27,6.39664,48.273579
Igny,3.37,5.16,1.54,2.22428,48.74437
Igon,2.63,2.63,-0.57,-0.23333,43.166672
Igoville,5.45,6.45,3.44,1.14832,49.319901
Ilharre,3.68,7.5,0.75,-1.03333,43.383331
Illange,3.86,5.84,1.27,6.18166,49.330841
Illats,3.9,5.36,0.0,-0.37238000000000004,44.597141
Ille-sur-Têt,4.62,8.29,1.78,2.61667,42.666672
Illfurth,1.48,3.04,-1.1,7.26539,47.672901
Illies,5.68,7.64,4.55,2.83011,50.56144
Illkirch-Graffenstaden,0.98,3.54,-1.13,7.71523,48.528938
Illzach,1.5,2.49,-0.29,7.34662,47.78088
Imphy,-0.12,-0.12,-1.19,3.26037,46.936192
Incheville,6.76,6.8,5.82,1.49438,50.01239
Indre,3.41,5.12,1.54,-1.66667,47.200001
Ingersheim,1.25,2.61,-0.75,7.30308,48.09803
Ingrandes,4.07,5.01,3.92,-0.9233600000000001,47.404999
Inguiniel,5.46,6.48,4.58,-3.28072,47.976582
Ingwiller,2.32,6.29,-1.43,7.4798,48.872841
Innenheim,1.06,2.75,-1.19,7.57439,48.49659
Irai,3.46,4.47,2.38,0.6983400000000001,48.67041
Irigny,1.76,2.7,0.56,4.81753,45.673618
Irissarry,3.68,9.99,-0.04,-1.23209,43.257351
Irmstett,0.72,3.33,-2.25,7.47747,48.588558
Irouléguy,3.11,9.78,1.6,-1.30015,43.17794
Irvillac,5.58,6.91,4.92,-4.21222,48.37011
Is-sur-Tille,0.95,2.17,-1.18,5.1065,47.526699
Isaac,2.4,6.35,-2.14,0.3738,44.607792
