city,temp,temp_max,temp_min,lon,lat
Matzenheim,0.42,3.74,-2.12,7.62185,48.394501
Maubec,0.1,3.45,-2.5,5.14027,43.845928
Maubeuge,3.71,6.12,2.4,3.97267,50.278751
Maubourguet,2.61,6.68,-1.79,0.035780000000000006,43.468239
Maubuisson,2.18,2.24,0.02,-1.14076,45.066509
Mauguio,2.27,4.27,1.05,4.01667,43.616669
Maule,4.25,5.55,2.88,1.85264,48.910561
Maulette,3.59,4.98,2.42,1.62154,48.792889
Maupertuis,3.42,3.47,3.36,-1.20071,48.954399
Maupertus-sur-Mer,7.6,7.6,6.4,-1.48379,49.65704
Maure-de-Bretagne,2.72,4.11,2.1,-1.99104,47.892391
Maurecourt,4.63,5.69,3.02,2.06154,48.99614
Maureilhan,1.68,6.26,0.81,3.11667,43.349998
Maureillas-las-Illas,4.49,9.02,1.97,2.8075200000000002,42.490139
Maurens,0.42,4.39,-3.43,0.48342,44.934971
Maurepas,3.33,4.58,2.08,1.92923,48.764858
Mauriac,1.11,6.1,-3.21,2.33333,45.216671
Mauron,3.0,5.98,1.91,-2.28477,48.082569
Maurrin,-0.03,5.87,-1.37,-0.37264,43.825211
Maurs,5.5,6.12,-1.07,2.19832,44.71117
Maussane-les-Alpilles,1.39,4.1,-1.84,4.80497,43.722359
Mauvagnat,-4.56,-4.56,-4.56,3.37322,45.22081
Mauves,1.28,1.32,0.73,4.83,45.035252
Mauves-sur-Huisne,1.74,1.75,1.73,0.62048,48.450562
Mauves-sur-Loire,3.9,3.97,2.37,-1.3876300000000001,47.297379
Mauvezin-sur-Gupie,3.66,6.39,-3.11,0.16840000000000002,44.554939
Mauzac-et-Grand-Castang,0.44,4.38,-3.44,0.7833300000000001,44.866669
Mauzens-et-Miremont,1.29,3.92,-4.09,0.9193500000000001,44.99382
Mauzun,-3.88,-1.86,-3.9,3.43033,45.704472
Maxent,2.29,4.66,1.68,-2.03333,47.98333
May-sur-Orne,4.14,5.55,4.08,-0.37471000000000004,49.10107
Mayac,3.83,7.82,-3.66,0.94374,45.2803
Mayenne,3.65,5.04,2.95,-0.61667,48.299999
Mayet,2.46,3.82,1.72,0.27468000000000004,47.759682
Maylis,0.78,7.38,-1.33,-0.6801200000000001,43.696911
Mazamet,3.01,6.43,0.79,2.37304,43.490009
Mazan,1.5,3.31,-2.64,5.12747,44.056801
Mazaye,-4.83,-3.12,-4.92,2.85964,45.785309
Mazelgirard,-4.76,-4.22,-4.76,4.28084,45.082161
Mazerolles,0.42,3.54,-1.47,-0.46667000000000003,43.450001
Mazet-Saint-Voy,-5.27,-4.03,-5.43,4.24499,45.047878
Mazeyrolles,-1.62,3.63,-4.21,1.01432,44.670109
Mazingarbe,6.06,7.55,4.87,2.71544,50.4711
Mazirat,-0.77,-0.66,-2.51,2.5333300000000003,46.23333
Mazières,-0.73,1.14,-1.93,2.4,47.066669
Mazières-de-Touraine,2.11,3.76,1.64,0.43333000000000005,47.383331
Mazères-Lezons,-0.39,3.19,-0.77,-0.352,43.277401
Meaulne,-0.64,0.56,-2.23,2.6146700000000003,46.59819
Meaux,4.35,5.29,2.93,2.86667,48.950001
Megève,-4.31,0.51,-9.13,6.61667,45.866669
Meilhan,1.21,7.54,-1.03,-0.7058700000000001,43.864361
Meilhan-sur-Garonne,4.78,5.72,-3.03,0.03472,44.521309
Meilhaud,-2.79,-2.79,-2.8,3.16193,45.54583
Meillac,4.0,5.12,1.59,-1.81378,48.411739
Meillers,-0.82,-0.18,-3.44,3.09295,46.506851
Meillon,-0.1,3.1,-0.1,-0.31667,43.26667
Meillonnas,-0.33,3.81,-2.02,5.34929,46.24342
Meistratzheim,0.69,3.74,-2.12,7.5453,48.448078
Melay,2.46,3.56,2.19,-0.6942900000000001,47.183331
Melesse,2.71,4.87,1.89,-1.69496,48.217709
Melgven,4.58,5.97,3.69,-3.8351800000000003,47.906261
Mellac,4.4,5.72,3.28,-3.57675,47.90345
Melle,0.9,1.22,-0.66,-0.14216,46.222851
Mellecey,0.79,2.02,-1.33,4.72822,46.810840999999996
Melrand,4.45,5.89,3.41,-3.10941,47.980019
Melun,4.01,5.33,2.83,2.66667,48.533329
Melzac,1.02,4.14,-3.05,2.52209,44.76355
Menat,-1.16,-0.97,-2.97,2.90502,46.103249
Mende,0.54,0.54,0.54,3.5,44.51667
Mendionde,3.16,9.74,-0.31,-1.2999100000000001,43.33942
Menditte,0.17,6.81,0.02,-0.9016400000000001,43.161942
Mendive,1.45,6.13,-0.69,-1.13931,43.13681
Menet,-1.33,-1.12,-4.12,2.58333,45.316669
Menetou-Salon,-1.39,0.31,-2.6,2.48715,47.23172
Mennecy,3.91,5.18,2.68,2.44384,48.569031
Menneval,4.23,5.52,3.59,0.61667,49.099998
Mens,-1.69,2.51,-3.73,5.75137,44.817532
Mensignac,2.44,3.85,-3.97,0.5621400000000001,45.22506
Menthon-Saint-Bernard,1.41,4.43,-2.54,6.19552,45.859951
Menton,8.19,11.18,0.19,7.5043500000000005,43.776489
Menucourt,4.22,5.19,2.84,1.98046,49.028412
Mer,1.21,2.1,1.01,1.50621,47.705551
Mercury,1.85,3.97,0.41,6.33688,45.674519
Mercus-Garrabet,1.08,6.13,-2.06,1.629,42.877899
Mercy-le-Bas,3.02,5.26,-0.53,5.75044,49.383018
Merdrignac,3.33,5.59,0.97,-2.41533,48.193722
Merlevenez,5.1,6.23,3.79,-3.23047,47.73563
Merlimont,5.99,7.04,5.81,1.61315,50.455898
Merrein,4.83,5.53,-1.15,-0.39475000000000005,44.373989
Mers-les-Bains,5.84,5.97,5.79,1.3881000000000001,50.06538
Merten,3.83,5.46,0.31,6.66632,49.2491
Mertzwiller,2.54,5.76,-1.25,7.6831,48.868462
Mervans,0.67,2.19,-1.41,5.1843,46.799229
Mervent,1.59,2.21,1.16,-0.7565400000000001,46.522388
Merville,6.3,7.68,5.49,1.29656,43.723541
Merville-Franceville-Plage,4.92,5.89,4.37,-0.19616000000000003,49.272179
Merxheim,0.91,2.05,-0.74,7.29492,47.911282
Meschers-sur-Gironde,0.06,2.28,0.06,-0.9547,45.560371
Mescoules,-0.9,5.4,-3.33,0.41667000000000004,44.75
Meslan,4.24,5.53,3.16,-3.43285,47.995022
Meslay-du-Maine,3.1,3.75,2.38,-0.55428,47.95116
Mesnil-Clinchamps,3.52,3.54,3.51,-0.9894000000000001,48.852852
Mesplède,0.23,6.87,-1.79,-0.65,43.48333
Mesquer,3.61,6.21,2.92,-2.46,47.399441
Messac,3.38,3.8,2.94,-1.81085,47.82399
Messanges,5.23,7.89,1.06,-1.37778,43.814732
Messei,3.05,3.05,3.05,-0.53739,48.711571
Messein,0.65,3.43,-2.92,6.14073,48.61129
Messeix,-5.04,-5.04,-5.04,2.55,45.616669
Messery,1.46,3.23,-2.95,6.2959,46.350342
Messigny-et-Vantoux,0.8,1.31,-2.04,5.01715,47.406658
Messimy,0.76,1.9,-0.88,4.67291,45.697411
Mesterrieux,3.93,5.75,-2.98,-0.014050000000000002,44.646061
Mettray,2.27,2.27,1.82,0.64939,47.452511
Metz,2.11,5.7,-0.09,6.17269,49.11911
Metz-Tessy,1.5,2.99,-2.43,6.10826,45.934059
Metzeral,-0.55,0.21,-2.34,7.07088,48.010441
Metzervisse,3.21,5.69,-0.27,6.28552,49.31501
Meucon,4.13,5.8,2.51,-2.7617000000000003,47.71648
Meudon,4.02,5.04,2.4,2.235,48.813808
Meulan-en-Yvelines,4.63,5.71,3.18,1.90602,49.007679
Meulles,4.02,4.57,3.07,0.33128,48.975479
Meung-sur-Loire,1.29,2.58,-0.07,1.69582,47.831242
Meurchin,5.99,7.28,4.92,2.89318,50.498310000000004
Meurival,1.95,4.48,1.08,3.76143,49.357849
Meursac,-0.03,1.94,-0.03,-0.8080100000000001,45.648899
Meursault,1.51,1.81,-1.53,4.76952,46.978222
Meuvaines,4.38,5.88,4.37,-0.5650400000000001,49.327011
Meximieux,1.69,3.89,-0.2,5.19527,45.908409
Mexy,2.89,4.68,0.16,5.7807,49.501499
Meyenheim,0.89,2.1,-0.69,7.3556,47.913639
Meylan,0.83,6.09,-3.36,5.7797,45.208801
Meymac,2.43,2.43,2.43,2.14502,45.53487
Meynes,2.78,3.9,-0.21,4.55958,43.879742
Meyrargues,-2.7,9.48,-3.36,5.52611,43.638062
Meyreuil,-2.42,0.59,-3.33,5.49574,43.487801
Meyrueis,3.2,3.21,3.18,3.4308300000000003,44.177368
Meyssac,6.73,6.73,1.88,1.67386,45.05571
Meysse,2.11,3.1,2.11,4.72306,44.610279
Meythet,1.66,3.12,-2.3,6.09422,45.918362
Meyzieu,2.21,4.21,0.12,5.0,45.76667
Mezel,-2.31,-2.31,-2.31,3.24314,45.755192
Mialet,5.96,6.66,-0.29,0.9047700000000001,45.549519
Mieussy,-0.54,1.86,-5.66,6.52416,46.13369
Mieuxcé,2.81,2.82,2.81,0.012100000000000001,48.400372
Mifaget,2.19,2.19,-1.01,-0.31667,43.116669
Migennes,0.55,1.11,0.55,3.5178700000000003,47.965481
Mignaloux-Beauvoir,0.68,1.42,-0.05,0.41538,46.541569
Migné-Auxances,0.78,1.48,0.04,0.31667,46.633331
Milhac-de-Nontron,2.57,7.39,0.58,0.7817400000000001,45.467339
Milhaud,3.13,4.15,-0.01,4.31035,43.78978
Milizac,5.36,5.99,5.0,-4.56667,48.466671
Millas,4.56,8.05,2.11,2.69508,42.692032
Millau,-1.62,-1.62,-1.62,3.08333,44.099998
Millery,1.87,3.11,-0.4,4.78628,45.631741
Millières,6.49,7.65,6.21,-1.46073,49.186951
Milly-la-Forêt,3.84,5.25,1.34,2.46667,48.400002
Milly-sur-Thérain,5.2,5.97,4.3,2.0,49.5
Mimbaste,1.4,3.03,-0.77,-0.9738300000000001,43.648869
Mimet,-2.22,8.3,-4.71,5.50495,43.413929
Mimizan,1.33,7.85,-0.75,-1.22886,44.200569
Mimizan-Plage,0.49,7.9,0.09,-1.28862,44.210789
Mine de Bert,-0.12,2.33,-0.12,3.68333,46.349998
Miniac-Morvan,4.21,6.23,1.61,-1.89955,48.514771
Minihy-Tréguier,6.78,7.28,3.34,-3.23333,48.783329
Minzac,0.85,5.67,-3.06,0.05,44.966671
Mionnay,1.49,2.43,-0.46,4.93074,45.895569
Mions,2.09,2.88,0.03,4.94994,45.664322
Mios,0.78,2.27,0.05,-0.9332900000000001,44.604889
Miossens-Lanusse,0.29,5.03,-2.11,-0.30000000000000004,43.466671
Mirabel-aux-Baronnies,1.64,2.69,1.01,5.09846,44.311329
Miramas,-0.18,3.99,-1.96,5.00464,43.586658
Mirambeau,0.99,2.04,-0.24,-0.57067,45.3731
Miramont-Sensacq,0.05,5.31,-1.91,-0.3262,43.594929
Miramont-de-Guyenne,-0.46,5.69,-3.06,0.36247,44.60157
Mirande,5.23,6.7,0.06,0.41667000000000004,43.51667
Mirandol-Bourgnounac,1.77,5.6,-1.83,2.16857,44.142731
Mirat,-3.07,-1.51,-3.51,3.67583,45.662922
Mirebeau,0.65,1.24,-0.24,0.18341000000000002,46.78743
Mirebeau-sur-Bèze,0.47,2.11,-1.23,5.31667,47.400002
Mirecourt,1.75,3.31,-4.09,6.13282,48.300892
Mirefleurs,-2.84,-2.53,-3.16,3.22441,45.693459
Miremont,0.33,6.56,-0.32,1.41724,43.369949
Mirepeix,2.69,2.69,-1.51,-0.25,43.183331
Mirepoix,1.48,6.04,-0.89,1.8735,43.08773
Mireval,-0.9,4.58,-1.06,3.8017000000000003,43.508598
Miribel,2.34,3.07,0.21,4.9544,45.825802
Miribel-les-Échelles,-0.9,3.61,-5.46,5.7086,45.429298
Miré,3.4,4.05,2.66,-0.48333000000000004,47.76667
Miserey-Salines,0.22,5.82,-4.21,5.97387,47.286381
Missillac,3.13,3.97,2.79,-2.16,47.481548
Misson,1.38,7.44,-1.18,-0.9591000000000001,43.592178
Missy,3.86,4.33,3.84,-0.55095,49.12048
Misérieux,1.66,2.73,-0.15,4.81667,45.98333
Mitry-Mory,4.26,5.38,2.48,2.61667,48.98333
Mittelhausbergen,1.18,4.05,-2.12,7.69009,48.614361
Modane,-0.28,1.49,-1.46,6.66667,45.200001
Mogneville,4.95,5.58,3.82,2.4717000000000002,49.31535
Moidieu-Détourbe,1.4,3.75,-1.74,5.01667,45.51667
Moidrey,4.46,5.31,1.77,-1.50573,48.575581
Moigny-sur-École,3.73,4.95,2.55,2.4578,48.432598
Moirans,0.36,6.08,-3.57,5.55342,45.3283
Moirans-en-Montagne,-1.81,1.87,-4.63,5.72643,46.433811
Moirax,1.61,7.14,0.45,0.6088300000000001,44.140541
Moisdon-la-Rivière,3.07,3.88,2.06,-1.36667,47.616669
Moisenay,3.44,4.84,2.44,2.73527,48.56266
Moislains,4.7,6.63,4.22,2.9640400000000002,49.988201
Moissac,4.5,7.39,0.53,1.0945,44.10236
Moissat,-2.12,-0.12,-2.12,3.35,45.76667
Moisselles,4.41,5.27,2.72,2.33597,49.049999
Moissy-Cramayel,3.65,5.03,2.36,2.6012500000000003,48.626049
Molac,3.29,5.78,1.88,-2.43484,47.73011
Moliets-et-Maa,4.48,7.84,-0.74,-1.357,43.848862
Molinet,3.03,3.03,0.57,3.94161,46.468361
Molières,5.73,5.78,-0.08,1.3634,44.1936
Molières-sur-Cèze,2.83,3.42,2.03,4.1606,44.260201
Mollégès,-0.97,4.23,-2.99,4.95,43.799999
Molsheim,1.01,3.6,-2.27,7.49199,48.540421
Momas,-0.66,3.04,-1.98,-0.43333000000000005,43.450001
Mommenheim,2.0,5.12,-2.14,7.6429,48.75758
Momuy,0.07,7.27,-1.3,-0.6344000000000001,43.61536
Momy,0.42,4.66,-2.49,-0.11667000000000001,43.400002
Monassut-Audiracq,-0.14,4.73,-2.41,-0.2,43.416672
Monbadon,0.9,5.6,-4.14,-0.05,44.933331
Monbahus,0.96,5.24,-4.49,0.53517,44.54842
Monbazillac,-1.22,5.08,-4.75,0.49256000000000005,44.793739
Moncaut,1.23,6.73,0.19,0.5,44.142239000000004
Monceaux-en-Bessin,3.98,4.46,3.95,-0.69403,49.248589
Monchecourt,5.41,6.75,4.07,3.21029,50.304131
Monchy-Saint-Éloi,4.84,5.53,3.47,2.4650600000000003,49.29166
Moncla,-0.2,5.22,-2.03,-0.23161,43.580799
Monclar,1.4,6.1,-4.73,0.5333300000000001,44.450001
Monclar-de-Quercy,0.95,6.4,-0.16,1.58587,43.965542
Moncontour,1.23,2.57,0.29,-0.019960000000000002,46.880859
Moncoutant,0.83,1.31,-0.5,-0.58797,46.725471
Moncrabeau,2.51,7.42,0.79,0.37104000000000004,44.03405
Moncy,3.22,3.26,3.18,-0.68601,48.824791
Moncé-en-Belin,2.5,2.98,1.86,0.2,47.900002
Mondelange,3.33,5.77,0.08,6.17087,49.26469
Mondeville,4.38,4.88,4.32,-0.31667,49.166672
Mondonville,0.65,6.68,-0.19,1.28592,43.672958
Mondoubleau,1.25,2.32,0.63,0.8978200000000001,47.98061
Mondragon,3.26,4.32,2.14,4.71005,44.238579
Mondrainville,3.95,4.42,3.92,-0.51331,49.139359
Mondy,4.25,4.25,-4.56,0.5227,45.062649
Monein,-0.39,3.49,-1.64,-0.58333,43.333328
Monestiés,3.16,5.3,-1.93,2.1,44.066669
Monfaucon,4.07,4.07,-4.75,0.55964,45.014549
Monflanquin,-1.52,5.98,-4.7,0.7677200000000001,44.529659
Mongaillard,2.75,7.06,0.46,0.29486,44.208351
Monges,-5.27,-3.64,-5.27,2.7911,45.74033
Monget,-0.18,7.3,-1.43,-0.52095,43.56702
Monheurt,3.79,6.65,-3.86,0.3083,44.340038
Monieux,-2.82,-0.09,-7.07,5.3585,44.06741
Monistrol-sur-Loire,-1.39,-1.2,-1.43,4.17161,45.293339
Monlet,-4.01,-3.89,-4.13,3.71453,45.21962
Monnai,3.55,3.75,2.86,0.39748000000000006,48.89209
Monnaie,1.79,1.92,0.83,0.7887200000000001,47.501621
Monnetier-Mornex,-0.02,1.64,-4.95,6.20667,46.160301
Monnières,3.66,4.01,2.38,-1.35,47.133331
Monpezat,0.83,6.24,-2.23,-0.06667000000000001,43.5
Monprimblanc,3.56,5.42,-4.4,-0.26667,44.616669
Mons,2.41,5.74,-5.39,1.57207,43.6124
Mons-en-Pévèle,5.62,6.96,4.55,3.1,50.48333
Monsec,1.57,4.1,-4.82,0.5332100000000001,45.420589
Monsempron-Libos,-0.77,6.31,-4.2,0.9409000000000001,44.49004
Monsenoux,-0.11,-0.01,-5.62,2.86143,46.402382
Monswiller,2.36,5.65,-2.26,7.37732,48.755112
Monségur,1.72,5.9,-4.11,0.0818,44.650799
Mont,-0.4,7.24,-1.33,-0.65,43.433331
Mont-Bernanchon,6.42,7.66,4.97,2.58333,50.583328
Mont-Bertrand,3.48,3.48,3.48,-0.9165500000000001,48.96619
Mont-Disse,0.77,6.98,-1.71,-0.15071,43.55846
Mont-Dore,-7.75,-7.75,-7.75,2.8166700000000002,45.566669
Mont-Ormel,3.6,4.01,3.01,0.15278,48.829899
Mont-Saint-Aignan,4.58,5.22,3.88,1.09364,49.46307
Mont-Saint-Martin,3.45,4.36,0.73,5.79375,49.5467
Mont-Saint-Éloi,5.33,6.44,3.9,2.7,50.349998
Mont-Saxonnex,-2.6,-0.27,-8.48,6.48788,46.054588
Mont-de-Lans,-2.58,-0.44,-10.08,6.13141,45.036259
Mont-de-Marsan,0.26,5.77,-1.09,-0.49713,43.890221
Mont-près-Chambord,1.01,2.09,0.85,1.45,47.566669
Mont-sous-Vaudrey,1.09,1.97,-1.64,5.60295,46.978741
Montabot,3.19,3.31,3.07,-1.1263,48.933331
Montady,-0.12,4.05,-0.14,3.1278,43.335899
Montagnac,-0.2,-0.17,-1.32,3.48312,43.480869
Montagnac-d'Auberoche,3.71,3.81,-5.21,0.9561700000000001,45.186771
Montagnac-sur-Auvignon,1.4,6.8,0.25,0.46036000000000005,44.160831
Montagnat,0.14,4.04,-1.8,5.29052,46.170479
Montagne,1.57,5.62,-4.11,-0.13333,44.933331
Montagny,1.96,2.85,-0.04,4.75782,45.626991
Montaigu,3.13,3.88,2.29,-1.30846,46.976669
Montaigu-de-Quercy,1.76,5.65,-4.86,1.0169,44.339642
Montaigu-le-Blin,0.94,2.75,-1.79,3.5087200000000003,46.2939
Montaigu-les-Bois,4.05,5.67,3.43,-1.28357,48.891201
Montaigut,-2.86,-1.54,-4.01,3.44776,45.612671
Montaigut-le-Blanc,-3.29,-3.27,-3.32,3.0906,45.586319
Montaigut-sur-Save,1.67,6.88,-0.19,1.23133,43.689468
Montaiguët-en-Forez,-0.46,2.04,-0.51,3.8,46.26667
Montalieu-Vercieu,2.27,4.19,-0.01,5.40393,45.815769
Montamisé,0.83,1.48,0.0,0.43333000000000005,46.616669
Montanay,1.67,2.92,-0.54,4.863020000000001,45.878181
Montaner,1.21,5.98,-1.93,-0.011340000000000001,43.343891
Montans,4.66,6.01,0.02,1.88568,43.867001
Montardon,-0.22,3.05,-1.97,-0.35000000000000003,43.366669
Montaren-et-Saint-Médiers,2.81,3.84,-2.53,4.38333,44.033329
Montargis,0.7,2.97,-1.01,2.75,48.0
Montarnaud,-1.67,3.78,-1.81,3.6969000000000003,43.64743
Montasseaut,-1.63,-1.63,-3.26,2.90096,46.180771
Montastruc-la-Conseillère,1.23,5.69,-0.45,1.6,43.716671
Montataire,4.91,5.66,2.96,2.43777,49.258999
Montauban,3.45,7.3,0.44,1.35,44.01667
Montauban-de-Bretagne,3.04,5.34,1.9,-2.04476,48.199341
Montauban-sur-l'Ouvèze,-1.04,-0.07,-2.62,5.51979,44.272572
Montaure,4.31,5.07,3.26,1.08836,49.234169
Montauriol,-3.86,5.53,-4.4,0.58347,44.615879
Montauroux,4.74,8.07,0.48,6.775,43.619049
Montaut,2.31,2.34,-1.92,-0.2,43.133331
Montauville,1.31,4.57,-0.39,6.02055,48.900139
Montauzey,0.13,5.66,-1.02,-0.70355,44.3587
Montayral,-0.64,6.28,-4.34,0.9876900000000001,44.475128
Montazeau,-0.13,5.68,-4.05,0.15,44.883331
Montbard,1.84,1.84,1.84,4.33333,47.616669
Montbazens,0.32,4.54,-3.21,2.2298,44.478069
Montbazin,-0.92,4.31,-1.32,3.69667,43.51667
Montbazon,2.21,2.25,1.32,0.6998800000000001,47.283482
Montberon,0.74,6.67,-0.23,1.47968,43.715858
Montbert,3.68,4.02,2.36,-1.4889000000000001,47.056129
Montbeton,3.96,7.3,0.44,1.3,44.01667
Montbeugny,1.65,2.94,-5.6,3.48795,46.52932
Montbizot,1.83,1.87,1.79,0.18384,48.149948
Montblanc,-0.09,-0.03,-1.25,3.36752,43.394859
Montbonnot-Saint-Martin,0.71,5.98,-4.43,5.80353,45.222359
Montboucher-sur-Jabron,1.91,3.52,1.84,4.80245,44.550362
Montbray,3.69,3.78,3.6,-1.09572,48.880241
Montbrison,-0.47,0.29,-0.51,4.05,45.599998
Montbron,0.12,9.68,-0.12,0.5,45.666672
Montbronn,3.25,4.64,0.4,7.31058,48.993919
Montbéliard,1.09,2.66,-0.99,6.8,47.51667
Montcaret,-0.2,5.41,-3.76,0.06667000000000001,44.849998
Montceau-les-Mines,2.1,2.51,-1.31,4.36667,46.666672
Montcenis,1.02,1.88,-1.97,4.38738,46.787849
Montchamp,-0.31,3.35,-4.04,-0.76595,48.92107
Montchanin,1.02,2.48,-1.38,4.4707,46.749641
Montchevrel,2.25,2.27,2.24,0.33794,48.571541
Montcombroux-les-Mines,-0.21,2.29,-0.25,3.693,46.353008
Montcony,0.17,2.1,-1.51,5.2919599999999996,46.699772
Montcornet,3.48,4.51,-0.18,4.01667,49.695259
Montcourt-Fromonville,2.77,4.95,0.74,2.7046,48.306721
Montcresson,0.47,1.65,-1.14,2.80796,47.905609
Montcuit,6.49,7.43,3.88,-1.34261,49.120239
Montcuq,0.18,5.63,0.18,1.2085,44.338379
Montcy-Notre-Dame,3.82,4.27,2.39,4.74245,49.77507
Montdidier,4.68,5.27,4.12,2.5666700000000002,49.650002
Montebourg,7.63,7.69,6.25,-1.38036,49.48774
Montech,4.2,7.19,0.28,1.23204,43.95816
Monteignet-sur-l'Andelot,-1.23,2.55,-1.94,3.25249,46.122879
Monteils,3.9,6.03,-0.03,1.5760800000000001,44.168621
Montel-de-Gelat,-2.67,-2.67,-4.3,2.58333,45.933331
Montenay,2.87,2.92,2.42,-0.8937400000000001,48.287868
Montendre,1.52,1.84,0.27,-0.40627,45.284691
Montenois,-1.18,5.29,-4.86,6.66561,47.492222
Monterblanc,3.79,5.77,2.32,-2.6795,47.742111
Montereau-Fault-Yonne,2.62,5.02,0.82,2.95,48.383331
Monterfil,2.45,3.34,1.84,-1.97905,48.067329
Montescot,4.2,6.4,4.19,2.93318,42.606918
Montescourt-Lizerolles,4.22,4.71,4.19,3.2573600000000003,49.738281
Montesquieu-Volvestre,-0.69,6.35,-0.9,1.22862,43.207241
Montesquieu-des-Albères,3.19,5.33,1.69,2.8826,42.516899
Montesson,4.51,5.61,2.67,2.13754,48.909241
Montestrucq,-0.47,6.86,-1.71,-0.81308,43.433681
Monteton,0.41,5.36,-4.25,0.25869000000000003,44.622372
Monteux,1.65,4.31,-2.92,4.99719,44.034801
Montfand,0.09,2.69,-1.76,3.2455600000000002,46.313671
Montfarville,7.78,7.78,7.77,-1.27136,49.654819
Montfaucon,0.18,4.56,-5.77,4.75504,44.072441
Montfaucon-Montigné,3.29,3.82,2.09,-1.11667,47.099998
Montfaucon-en-Velay,-3.63,-2.69,-5.92,4.31376,45.185612
Montfavet,0.96,4.38,-2.82,4.87342,43.93335
Montfermeil,4.08,4.95,2.6,2.57913,48.898201
Montferrand-le-Château,-0.68,6.02,-1.69,5.93333,47.183331
Montferrat,0.25,8.46,-6.21,6.48238,43.610722
Montferrier-sur-Lez,-1.33,4.04,-1.6,3.85439,43.667419
Montfiquet,3.59,7.03,3.58,-0.89453,49.166672
Montfort-en-Chalosse,1.49,7.56,-1.24,-0.83947,43.711239
Montfort-le-Gesnois,1.71,1.8,1.63,0.41667000000000004,48.049999
Montfort-sur-Meu,2.78,5.14,2.12,-1.95201,48.135422
Montfrin,2.59,4.45,-2.92,4.5996,43.875961
Montgaillard,-0.29,6.46,-2.28,1.63333,42.933331
Montgardon,6.8,7.45,6.1,-1.56702,49.2817
Montgaroult,3.12,3.18,3.07,-0.13140000000000002,48.747929
Montgaudry,2.63,2.65,2.61,0.40228,48.40591
Montgermont,2.75,5.09,2.05,-1.7146400000000002,48.155918
Montgeron,3.96,5.09,2.44,2.45039,48.705429
Montgiscard,1.59,5.84,-0.24,1.56738,43.46072
Montgivray,0.62,0.66,-2.48,1.98162,46.603241
Montgolfier,-4.12,-3.1,-5.99,3.7833300000000003,45.583328
Montgon,-3.64,-3.64,-3.64,3.21936,45.283649
Montgothier,5.08,5.08,3.56,-1.19324,48.643028
Montguyon,1.72,5.21,0.32,-0.18333000000000002,45.216671
Monthermé,3.29,4.35,2.16,4.7333300000000005,49.883331
Monthuchon,5.65,6.88,5.53,-1.4238,49.080719
Monthyon,3.75,4.88,2.3,2.8261000000000003,49.00753
Monticello,4.61,7.93,2.12,8.95478,42.61705
Montier-en-Der,4.14,5.04,1.09,4.77073,48.47823
Montierchaume,0.94,0.99,-2.1,1.77181,46.863621
Montignac,5.16,5.19,-4.25,1.16196,45.064289
Montignac-Toupinerie,0.7,5.01,-4.37,0.34852000000000005,44.546009
Montignac-de-Lauzun,-2.45,5.15,-4.32,0.46579000000000004,44.573051
Montignat,-2.46,-2.46,-4.09,2.9273,46.164089
Montigny,3.21,4.66,-1.77,1.00168,49.459599
Montigny-Lencoup,2.49,4.71,0.08,3.06503,48.451618
Montigny-Lengrain,3.4,4.57,2.68,3.09822,49.371868
Montigny-en-Gohelle,5.95,7.27,4.51,2.93902,50.4254
Montigny-en-Ostrevent,5.76,7.15,4.29,3.18333,50.366669
Montigny-le-Bretonneux,3.53,4.55,2.14,2.03405,48.766361
Montigny-le-Chartif,2.42,3.45,0.56,1.15387,48.286339
Montigny-lès-Cormeilles,4.1,5.38,1.88,2.1959,48.994202
Montigny-lès-Metz,1.94,5.12,0.11,6.15,49.099998
Montigny-sur-Loing,2.78,4.81,0.58,2.74423,48.335751
Montigné-le-Brillant,3.08,3.13,1.81,-0.8166700000000001,48.01667
Montilly-sur-Noireau,3.55,3.61,3.49,-0.57071,48.814999
Montipouret,0.63,0.67,-2.4,1.9,46.650002
Montivilliers,4.52,5.81,4.01,0.2,49.549999
Montjay,3.52,4.56,2.15,2.16379,48.682209
Montjean-sur-Loire,2.66,4.07,2.21,-0.8587300000000001,47.38842
Montjoie-Saint-Martin,3.35,4.5,2.23,-1.29101,48.531429
Montjoie-en-Couserans,6.4,6.54,-2.48,1.16,43.002499
Montjoire,0.7,5.51,-0.48,1.53362,43.76899
Montlaur,1.64,5.93,-0.14,1.56807,43.489349
Montlebon,-0.13,2.38,-6.36,6.61111,47.037781
Montlhéry,4.04,5.19,2.41,2.26667,48.633331
Montlieu-la-Garde,1.16,1.62,-0.72,-0.25,45.25
Montlignon,4.29,5.31,2.31,2.28705,49.006359
Montlivault,1.24,2.25,0.99,1.44486,47.63987
Montlouis-sur-Loire,2.08,2.15,1.0,0.83208,47.388451
Montluel,2.12,4.21,0.05,5.0578,45.851898
Montluçon,0.1,0.39,-2.4,2.6,46.333328
Montmacq,4.11,5.64,3.36,2.90257,49.481812
Montmagny,4.39,5.53,2.53,2.34688,48.973381
Montmain,4.35,5.0,3.25,1.23742,49.409962
Montmarault,-1.96,-0.97,-2.99,2.95613,46.316681
Montmartin-en-Graignes,7.74,7.79,4.27,-1.14798,49.274891
Montmartin-sur-Mer,6.33,6.38,5.06,-1.5253,48.988609
Montmerle-sur-Saône,1.71,3.26,0.02,4.7591,46.081799
